scenario,population,metric,comparison,n,mean,low,high
domestic_tight,both_reachable,d_to_e,early_level,2,0.2711397058823529,0.21874999999999994,0.3235294117647059
domestic_tight,both_reachable,d_to_e,late_level,2,0.19444444444444442,0.11111111111111108,0.2777777777777778
domestic_tight,both_reachable,d_to_e,late_minus_early,2,-0.07669526143790849,-0.10763888888888887,-0.04575163398692811
domestic_tight,both_reachable,e_to_d,early_level,2,0.24172794117647056,0.21874999999999994,0.2647058823529412
domestic_tight,both_reachable,e_to_d,late_level,2,0.39814814814814814,0.2777777777777778,0.5185185185185185
domestic_tight,both_reachable,e_to_d,late_minus_early,2,0.15642020697167758,0.01307189542483661,0.29976851851851855
domestic_tight,both_reachable,resolved,early_level,2,0.3492647058823529,0.32352941176470584,0.37499999999999994
domestic_tight,both_reachable,resolved,late_level,2,0.11111111111111108,0.11111111111111106,0.1111111111111111
domestic_tight,both_reachable,resolved,late_minus_early,2,-0.23815359477124182,-0.2638888888888889,-0.21241830065359474
domestic_tight,both_reachable,customer_minus_domestic,early_level,2,-0.12499999999999996,-0.24999999999999997,5.224578939412501e-17
