time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,scenario,seed
26,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
27,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
28,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
29,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
30,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
31,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
32,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
33,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
34,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
35,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
36,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
37,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
38,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
39,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
40,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
41,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
42,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
43,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
44,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
45,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
46,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
47,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
48,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
49,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
0,92,10,10,92,10,0,0,10,92,82,92,82,0,10,0,0,effect_0,2
1,0,12,12,92,22,0,0,22,92,70,82,70,0,12,0,0,effect_0,2
2,0,14,14,92,36,0,0,36,92,56,70,56,0,14,0,0,effect_0,2
3,0,21,21,92,57,0,0,57,92,35,56,35,0,21,0,0,effect_0,2
4,0,16,16,92,73,0,0,73,92,19,35,19,0,16,0,0,effect_0,2
5,0,12,12,92,85,0,0,85,92,7,19,7,0,12,0,0,effect_0,2
6,0,4,4,92,89,0,0,89,92,3,7,3,0,4,0,0,effect_0,2
7,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
8,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
9,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
10,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
11,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
12,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
13,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
14,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
15,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
16,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
17,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
18,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
19,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
20,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
21,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
22,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
23,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
24,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
25,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
26,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
27,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
28,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
29,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
30,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
31,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
32,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
33,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
34,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
35,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
36,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
37,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
38,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
39,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
40,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
41,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
42,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
43,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
44,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
45,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
46,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
47,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
48,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
49,0,0,0,92,89,0,0,89,92,3,3,3,0,0,0,0,effect_0,2
0,89,4,4,89,4,0,0,4,89,85,89,85,0,4,0,0,effect_0,3
1,0,2,2,89,6,0,0,6,89,83,85,83,0,2,0,0,effect_0,3
2,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
3,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
4,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
5,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
6,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
7,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
8,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
9,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
10,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
11,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
12,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
13,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
14,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
15,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
16,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
17,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
18,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
19,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
20,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
21,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
22,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
23,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
24,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
25,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
26,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
27,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
28,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
29,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
30,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
31,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
32,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
33,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
34,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
35,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
36,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
37,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
38,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
39,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
40,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
41,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
42,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
43,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
44,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
45,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
46,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
47,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
48,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
49,0,0,0,89,6,0,0,6,89,83,83,83,0,0,0,0,effect_0,3
0,102,7,7,102,7,0,0,7,102,95,102,95,0,7,0,0,effect_0,4
1,0,9,9,102,16,0,0,16,102,86,95,86,0,9,0,0,effect_0,4
2,0,12,12,102,28,0,0,28,102,74,86,74,0,12,0,0,effect_0,4
3,0,18,18,102,46,0,0,46,102,56,74,56,0,18,0,0,effect_0,4
4,0,24,24,102,70,0,0,70,102,32,56,32,0,24,0,0,effect_0,4
5,0,17,17,102,87,0,0,87,102,15,32,15,0,17,0,0,effect_0,4
6,0,9,9,102,96,0,0,96,102,6,15,6,0,9,0,0,effect_0,4
7,0,3,3,102,99,0,0,99,102,3,6,3,0,3,0,0,effect_0,4
8,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
9,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
10,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
11,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
12,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
13,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
14,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
15,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
16,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
17,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
18,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
19,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
20,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
21,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
22,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
23,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
24,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
25,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
26,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
27,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
28,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
29,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
30,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
31,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
32,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
33,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
34,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
35,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
36,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
37,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
38,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
39,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
40,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
41,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
42,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
43,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
44,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
45,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
46,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
47,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
48,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
49,0,0,0,102,99,0,0,99,102,3,3,3,0,0,0,0,effect_0,4
0,96,6,6,96,6,0,0,6,96,90,96,90,0,6,0,0,effect_0,5
1,0,6,6,96,12,0,0,12,96,84,90,84,0,6,0,0,effect_0,5
2,0,10,10,96,22,0,0,22,96,74,84,74,0,10,0,0,effect_0,5
3,0,11,11,96,33,0,0,33,96,63,74,63,0,11,0,0,effect_0,5
4,0,18,18,96,51,0,0,51,96,45,63,45,0,18,0,0,effect_0,5
5,0,19,19,96,70,0,0,70,96,26,45,26,0,19,0,0,effect_0,5
6,0,10,10,96,80,0,0,80,96,16,26,16,0,10,0,0,effect_0,5
7,0,11,11,96,91,0,0,91,96,5,16,5,0,11,0,0,effect_0,5
8,0,4,4,96,95,0,0,95,96,1,5,1,0,4,0,0,effect_0,5
9,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
10,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
11,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
12,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
13,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
14,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
15,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
16,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
17,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
18,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
19,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
20,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
21,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
22,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
23,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
24,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
25,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
26,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
27,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
28,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
29,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
30,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
31,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
32,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
33,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
34,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
35,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
36,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
37,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
38,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
39,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
40,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
41,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
42,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
43,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
44,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
45,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
46,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
47,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
48,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
49,0,0,0,96,95,0,0,95,96,1,1,1,0,0,0,0,effect_0,5
0,94,14,14,94,14,0,0,14,94,80,94,80,0,14,0,0,effect_0,6
1,0,15,15,94,29,0,0,29,94,65,80,65,0,15,0,0,effect_0,6
2,0,15,15,94,44,0,0,44,94,50,65,50,0,15,0,0,effect_0,6
3,0,17,17,94,61,0,0,61,94,33,50,33,0,17,0,0,effect_0,6
4,0,14,14,94,75,0,0,75,94,19,33,19,0,14,0,0,effect_0,6
5,0,11,11,94,86,0,0,86,94,8,19,8,0,11,0,0,effect_0,6
6,0,1,1,94,87,0,0,87,94,7,8,7,0,1,0,0,effect_0,6
7,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
8,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
9,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
10,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
11,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
12,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
13,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
14,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
15,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
16,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
17,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
18,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
19,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
20,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
21,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
22,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
23,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
24,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
25,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
26,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
27,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
28,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
29,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
30,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
31,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
32,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
33,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
34,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
35,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
36,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
37,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
38,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
39,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
40,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
41,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
42,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
43,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
44,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
45,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
46,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
47,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
48,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
49,0,0,0,94,87,0,0,87,94,7,7,7,0,0,0,0,effect_0,6
0,93,9,9,93,9,0,0,9,93,84,93,84,0,9,0,0,effect_0,7
1,0,17,17,93,26,0,0,26,93,67,84,67,0,17,0,0,effect_0,7
2,0,20,20,93,46,0,0,46,93,47,67,47,0,20,0,0,effect_0,7
3,0,18,18,93,64,0,0,64,93,29,47,29,0,18,0,0,effect_0,7
4,0,13,13,93,77,0,0,77,93,16,29,16,0,13,0,0,effect_0,7
5,0,6,6,93,83,0,0,83,93,10,16,10,0,6,0,0,effect_0,7
6,0,2,2,93,85,0,0,85,93,8,10,8,0,2,0,0,effect_0,7
7,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
8,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
9,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
10,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
11,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
12,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
13,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
14,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
15,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
16,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
17,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
18,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
19,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
20,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
21,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
22,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
23,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
24,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
25,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
26,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
27,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
28,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
29,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
30,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
31,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
32,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
33,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
34,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
35,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
36,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
37,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
38,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
39,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
40,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
41,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
42,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
43,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
44,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
45,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
46,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
47,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
48,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
49,0,0,0,93,85,0,0,85,93,8,8,8,0,0,0,0,effect_0,7
0,99,6,6,99,6,0,0,6,99,93,99,93,0,6,0,0,effect_0,8
1,0,7,7,99,13,0,0,13,99,86,93,86,0,7,0,0,effect_0,8
2,0,10,10,99,23,0,0,23,99,76,86,76,0,10,0,0,effect_0,8
3,0,13,13,99,36,0,0,36,99,63,76,63,0,13,0,0,effect_0,8
4,0,17,17,99,53,0,0,53,99,46,63,46,0,17,0,0,effect_0,8
5,0,19,19,99,72,0,0,72,99,27,46,27,0,19,0,0,effect_0,8
6,0,16,16,99,88,0,0,88,99,11,27,11,0,16,0,0,effect_0,8
7,0,7,7,99,95,0,0,95,99,4,11,4,0,7,0,0,effect_0,8
8,0,1,1,99,96,0,0,96,99,3,4,3,0,1,0,0,effect_0,8
9,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,effect_0,8
10,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,effect_0,8
11,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,effect_0,8
12,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,effect_0,8
13,0,0,0,99,96,0,0,96,99,3,3,3,0,0,0,0,effect_0,8
