time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,scenario,seed
20,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
21,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
22,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
23,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
24,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
25,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
26,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
27,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
28,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
29,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
30,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
31,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
32,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
33,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
34,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
35,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
36,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
37,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
38,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
39,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
40,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
41,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
42,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
43,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
44,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
45,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
46,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
47,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
48,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
49,0,0,0,97,0,0,5,5,102,97,97,97,0,0,0,0,threshold_high,9
0,97,6,6,92,1,5,5,6,97,91,97,91,0,6,0,0,threshold_high,10
1,0,0,0,92,1,0,5,6,97,91,91,91,0,0,0,0,threshold_high,10
2,0,0,0,91,0,1,6,6,97,91,91,91,0,0,0,0,threshold_high,10
3,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
4,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
5,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
6,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
7,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
8,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
9,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
10,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
11,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
12,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
13,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
14,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
15,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
16,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
17,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
18,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
19,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
20,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
21,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
22,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
23,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
24,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
25,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
26,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
27,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
28,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
29,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
30,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
31,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
32,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
33,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
34,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
35,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
36,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
37,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
38,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
39,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
40,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
41,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
42,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
43,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
44,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
45,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
46,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
47,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
48,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
49,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,threshold_high,10
0,85,10,10,79,4,6,6,10,85,75,85,75,0,10,0,0,threshold_high,11
1,0,0,0,79,4,0,6,10,85,75,75,75,0,0,0,0,threshold_high,11
2,0,0,0,77,2,2,8,10,85,75,75,75,0,0,0,0,threshold_high,11
3,0,0,0,76,1,1,9,10,85,75,75,75,0,0,0,0,threshold_high,11
4,0,0,0,75,0,1,10,10,85,75,75,75,0,0,0,0,threshold_high,11
5,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
6,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
7,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
8,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
9,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
10,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
11,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
12,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
13,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
14,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
15,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
16,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
17,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
18,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
19,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
20,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
21,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
22,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
23,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
24,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
25,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
26,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
27,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
28,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
29,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
30,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
31,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
32,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
33,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
34,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
35,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
36,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
37,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
38,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
39,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
40,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
41,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
42,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
43,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
44,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
45,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
46,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
47,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
48,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
49,0,0,0,75,0,0,10,10,85,75,75,75,0,0,0,0,threshold_high,11
0,102,11,11,97,6,5,5,11,102,91,102,91,0,11,0,0,threshold_high,12
1,0,2,2,91,2,6,11,13,102,89,91,89,0,2,0,0,threshold_high,12
2,0,0,0,89,0,2,13,13,102,89,89,89,0,0,0,0,threshold_high,12
3,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
4,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
5,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
6,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
7,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
8,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
9,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
10,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
11,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
12,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
13,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
14,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
15,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
16,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
17,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
18,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
19,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
20,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
21,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
22,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
23,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
24,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
25,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
26,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
27,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
28,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
29,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
30,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
31,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
32,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
33,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
34,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
35,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
36,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
37,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
38,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
39,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
40,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
41,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
42,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
43,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
44,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
45,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
46,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
47,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
48,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
49,0,0,0,89,0,0,13,13,102,89,89,89,0,0,0,0,threshold_high,12
0,96,9,9,94,7,2,2,9,96,87,96,87,0,9,0,0,threshold_high,13
1,0,1,1,90,4,4,6,10,96,86,87,86,0,1,0,0,threshold_high,13
2,0,0,0,88,2,2,8,10,96,86,86,86,0,0,0,0,threshold_high,13
3,0,0,0,87,1,1,9,10,96,86,86,86,0,0,0,0,threshold_high,13
4,0,0,0,87,1,0,9,10,96,86,86,86,0,0,0,0,threshold_high,13
5,0,0,0,86,0,1,10,10,96,86,86,86,0,0,0,0,threshold_high,13
6,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
7,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
8,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
9,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
10,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
11,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
12,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
13,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
14,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
15,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
16,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
17,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
18,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
19,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
20,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
21,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
22,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
23,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
24,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
25,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
26,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
27,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
28,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
29,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
30,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
31,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
32,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
33,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
34,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
35,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
36,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
37,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
38,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
39,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
40,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
41,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
42,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
43,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
44,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
45,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
46,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
47,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
48,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
49,0,0,0,86,0,0,10,10,96,86,86,86,0,0,0,0,threshold_high,13
0,93,9,9,88,4,5,5,9,93,84,93,84,0,9,0,0,threshold_high,14
1,0,2,2,86,4,2,7,11,93,82,84,82,0,2,0,0,threshold_high,14
2,0,0,0,84,2,2,9,11,93,82,82,82,0,0,0,0,threshold_high,14
3,0,0,0,82,0,2,11,11,93,82,82,82,0,0,0,0,threshold_high,14
4,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
5,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
6,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
7,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
8,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
9,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
10,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
11,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
12,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
13,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
14,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
15,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
16,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
17,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
18,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
19,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
20,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
21,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
22,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
23,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
24,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
25,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
26,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
27,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
28,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
29,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
30,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
31,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
32,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
33,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
34,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
35,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
36,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
37,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
38,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
39,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
40,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
41,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
42,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
43,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
44,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
45,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
46,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
47,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
48,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
49,0,0,0,82,0,0,11,11,93,82,82,82,0,0,0,0,threshold_high,14
0,97,3,3,94,0,3,3,3,97,94,97,94,0,3,0,0,threshold_high,15
1,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
2,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
3,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
4,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
5,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
6,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
7,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
8,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
9,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
10,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
11,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
12,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
13,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
14,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
15,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
16,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
17,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
18,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
19,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
20,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
21,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
22,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
23,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
24,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
25,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
26,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
27,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
28,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
29,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
30,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
31,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
32,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
33,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
34,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
35,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
36,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
37,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
38,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
39,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
40,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
41,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
42,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
43,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
44,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
45,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
46,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
47,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
48,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
49,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,threshold_high,15
