comparison,policy,domestic_capacity,active_customers,metric,n,difference,low,high
domestic_6_minus_12,equal,6,6,e_to_d_all,20,0.00209862601166949,0.0,0.0050096461509504305
domestic_6_minus_12,equal,6,6,d_eligible_rounds,20,219.85,203.49875,237.0025
domestic_6_minus_12,equal,6,6,e_eligible_rounds,20,-1.35,-2.5,-0.35
domestic_2_minus_12,pooled,2,1,domestic_use,20,0.0026868613057871304,0.0,0.006173647324542453
domestic_2_minus_12,pooled,2,1,customer_use,20,0.10721883812895587,0.08517141378963013,0.12788608866021625
domestic_2_minus_12,pooled,2,1,resolved_share,20,-0.021983275700504814,-0.04804017221149488,0.004142721792229394
domestic_2_minus_12,pooled,2,1,d_to_e_all,20,0.1072188381289559,0.08528104246012193,0.12860654510604788
domestic_2_minus_12,pooled,2,1,e_to_d_all,20,0.002686861305787136,0.0,0.0062958780350084705
domestic_2_minus_12,pooled,2,1,d_eligible_rounds,20,972.95,892.7975,1050.6525000000001
domestic_2_minus_12,pooled,2,1,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_6_minus_12,pooled,6,1,domestic_use,20,0.0026868613057871304,0.0,0.006234762679775463
domestic_6_minus_12,pooled,6,1,customer_use,20,0.03450733376815633,0.014860339130607718,0.05366166952137814
domestic_6_minus_12,pooled,6,1,resolved_share,20,-0.014018347772117185,-0.04115039903395246,0.012386447312747791
domestic_6_minus_12,pooled,6,1,d_to_e_all,20,0.034507333768156324,0.015043675754226972,0.05270529863584195
domestic_6_minus_12,pooled,6,1,e_to_d_all,20,0.002686861305787136,0.0,0.006298114502718072
domestic_6_minus_12,pooled,6,1,d_eligible_rounds,20,220.4,202.645,238.35999999999993
domestic_6_minus_12,pooled,6,1,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_2_minus_12,pooled,2,3,domestic_use,20,0.0026868613057871304,0.0,0.006112531969309443
domestic_2_minus_12,pooled,2,3,customer_use,20,0.10721883812895587,0.08646026551365234,0.12753056637355564
domestic_2_minus_12,pooled,2,3,resolved_share,20,-0.021983275700504814,-0.04960918130596426,0.003312653277234332
domestic_2_minus_12,pooled,2,3,d_to_e_all,20,0.1072188381289559,0.08675229017204439,0.12852478343326348
domestic_2_minus_12,pooled,2,3,e_to_d_all,20,0.002686861305787136,0.0,0.00644645209862601
domestic_2_minus_12,pooled,2,3,d_eligible_rounds,20,972.95,892.4975,1051.60375
domestic_2_minus_12,pooled,2,3,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_6_minus_12,pooled,6,3,domestic_use,20,0.0026868613057871304,0.0,0.006234762679775463
domestic_6_minus_12,pooled,6,3,customer_use,20,0.03450733376815633,0.014831321498924264,0.05285078901491836
domestic_6_minus_12,pooled,6,3,resolved_share,20,-0.014018347772117185,-0.04038308711693848,0.011793414483274358
domestic_6_minus_12,pooled,6,3,d_to_e_all,20,0.034507333768156324,0.015339533087372662,0.05321381161388343
domestic_6_minus_12,pooled,6,3,e_to_d_all,20,0.002686861305787136,0.0,0.006175175208423278
domestic_6_minus_12,pooled,6,3,d_eligible_rounds,20,220.4,203.14875,238.35374999999996
domestic_6_minus_12,pooled,6,3,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_2_minus_12,pooled,2,6,domestic_use,20,0.0026868613057871304,0.0,0.006173647324542453
domestic_2_minus_12,pooled,2,6,customer_use,20,0.10721883812895587,0.0844067900926683,0.12853627125220415
domestic_2_minus_12,pooled,2,6,resolved_share,20,-0.021983275700504814,-0.049775447419351374,0.00262007566368223
domestic_2_minus_12,pooled,2,6,d_to_e_all,20,0.1072188381289559,0.08426077006631129,0.12810092877755852
domestic_2_minus_12,pooled,2,6,e_to_d_all,20,0.002686861305787136,0.0,0.006234762679775466
domestic_2_minus_12,pooled,2,6,d_eligible_rounds,20,972.95,895.38375,1053.675
domestic_2_minus_12,pooled,2,6,e_eligible_rounds,20,0.0,-0.15,0.15
domestic_6_minus_12,pooled,6,6,domestic_use,20,0.0026868613057871304,0.0,0.006234762679775463
domestic_6_minus_12,pooled,6,6,customer_use,20,0.03450733376815633,0.014889271498805048,0.051917501270659694
domestic_6_minus_12,pooled,6,6,resolved_share,20,-0.014018347772117185,-0.041377942678854016,0.011834324563751296
domestic_6_minus_12,pooled,6,6,d_to_e_all,20,0.034507333768156324,0.015250855511881831,0.05307603955000653
domestic_6_minus_12,pooled,6,6,e_to_d_all,20,0.002686861305787136,0.0,0.006385336743393005
domestic_6_minus_12,pooled,6,6,d_eligible_rounds,20,220.4,203.0,238.00125
domestic_6_minus_12,pooled,6,6,e_eligible_rounds,20,0.0,-0.15,0.15
degree_minus_equal,degree,2,1,domestic_use,20,-0.01113659519628039,-0.017007807610791528,-0.005419303212678281
degree_minus_equal,degree,2,1,customer_use,20,-0.025178884325296913,-0.0364381524772659,-0.013559322385954026
degree_minus_equal,degree,2,1,resolved_share,20,0.004849007199838426,-0.026238359014266653,0.03573530051032496
degree_minus_equal,degree,2,1,d_to_e_all,20,-0.025178884325296913,-0.03666619702857907,-0.013147368978195868
degree_minus_equal,degree,2,1,e_to_d_all,20,-0.011136595196280375,-0.01693157481831692,-0.00516152052460017
degree_minus_equal,degree,2,1,d_eligible_rounds,20,-104.1,-142.6525,-61.12875000000012
degree_minus_equal,degree,2,1,e_eligible_rounds,20,-376.55,-433.1025,-321.44875
degree_minus_equal,degree,2,3,domestic_use,20,-0.0054506637062886835,-0.01134053115069555,0.0004468446187631449
degree_minus_equal,degree,2,3,customer_use,20,0.007316968456934081,-0.0008709921419160563,0.01586795885945151
degree_minus_equal,degree,2,3,resolved_share,20,0.001116584652587621,-0.024004812111501548,0.027248140536114726
degree_minus_equal,degree,2,3,d_to_e_all,20,0.007316968456934072,-0.0008903607138053951,0.01635084183955532
degree_minus_equal,degree,2,3,e_to_d_all,20,-0.00545066370628868,-0.011576001718354326,0.0004625048990277343
degree_minus_equal,degree,2,3,d_eligible_rounds,20,-16.3,-43.10125,8.451249999999993
degree_minus_equal,degree,2,3,e_eligible_rounds,20,-21.35,-25.0,-17.55
degree_minus_equal,degree,2,6,domestic_use,20,0.0,0.0,0.0
degree_minus_equal,degree,2,6,customer_use,20,0.0,0.0,0.0
degree_minus_equal,degree,2,6,resolved_share,20,0.0,0.0,0.0
degree_minus_equal,degree,2,6,d_to_e_all,20,0.0,0.0,0.0
degree_minus_equal,degree,2,6,e_to_d_all,20,0.0,0.0,0.0
degree_minus_equal,degree,2,6,d_eligible_rounds,20,0.0,0.0,0.0
degree_minus_equal,degree,2,6,e_eligible_rounds,20,0.0,0.0,0.0
degree_minus_equal,degree,6,1,domestic_use,20,-0.011777620837306029,-0.018378813558987152,-0.005592073764178153
degree_minus_equal,degree,6,1,customer_use,20,-0.024255692874668854,-0.03736793809881141,-0.010435898746488684
degree_minus_equal,degree,6,1,resolved_share,20,0.003731676684578783,-0.01768909925839803,0.023766360684075227
degree_minus_equal,degree,6,1,d_to_e_all,20,-0.02425569287466889,-0.03827578532304725,-0.00979103672857662
