customer,capacity,seed,policy,domestic_capacity,active_customers
3,2,19,equal,6,6
4,2,19,equal,6,6
5,2,19,equal,6,6
0,2,19,equal,6,3
1,2,19,equal,6,3
2,2,19,equal,6,3
3,2,19,equal,6,3
4,2,19,equal,6,3
5,2,19,equal,6,3
0,2,19,equal,6,1
1,2,19,equal,6,1
2,2,19,equal,6,1
3,2,19,equal,6,1
4,2,19,equal,6,1
5,2,19,equal,6,1
0,2,19,degree,6,6
1,2,19,degree,6,6
2,2,19,degree,6,6
3,2,19,degree,6,6
4,2,19,degree,6,6
5,2,19,degree,6,6
0,4,19,degree,6,3
1,4,19,degree,6,3
2,4,19,degree,6,3
3,0,19,degree,6,3
4,0,19,degree,6,3
5,0,19,degree,6,3
0,12,19,degree,6,1
1,0,19,degree,6,1
2,0,19,degree,6,1
3,0,19,degree,6,1
4,0,19,degree,6,1
5,0,19,degree,6,1
0,2,19,pooled,6,6
1,2,19,pooled,6,6
2,2,19,pooled,6,6
3,2,19,pooled,6,6
4,2,19,pooled,6,6
5,2,19,pooled,6,6
0,2,19,pooled,6,3
1,2,19,pooled,6,3
2,2,19,pooled,6,3
3,2,19,pooled,6,3
4,2,19,pooled,6,3
5,2,19,pooled,6,3
0,2,19,pooled,6,1
1,2,19,pooled,6,1
2,2,19,pooled,6,1
3,2,19,pooled,6,1
4,2,19,pooled,6,1
5,2,19,pooled,6,1
0,2,19,equal,12,6
1,2,19,equal,12,6
2,2,19,equal,12,6
3,2,19,equal,12,6
4,2,19,equal,12,6
5,2,19,equal,12,6
0,2,19,equal,12,3
1,2,19,equal,12,3
2,2,19,equal,12,3
3,2,19,equal,12,3
4,2,19,equal,12,3
5,2,19,equal,12,3
0,2,19,equal,12,1
1,2,19,equal,12,1
2,2,19,equal,12,1
3,2,19,equal,12,1
4,2,19,equal,12,1
5,2,19,equal,12,1
0,2,19,degree,12,6
1,2,19,degree,12,6
2,2,19,degree,12,6
3,2,19,degree,12,6
4,2,19,degree,12,6
5,2,19,degree,12,6
0,4,19,degree,12,3
1,4,19,degree,12,3
2,4,19,degree,12,3
3,0,19,degree,12,3
4,0,19,degree,12,3
5,0,19,degree,12,3
0,12,19,degree,12,1
1,0,19,degree,12,1
2,0,19,degree,12,1
3,0,19,degree,12,1
4,0,19,degree,12,1
5,0,19,degree,12,1
0,2,19,pooled,12,6
1,2,19,pooled,12,6
2,2,19,pooled,12,6
3,2,19,pooled,12,6
4,2,19,pooled,12,6
5,2,19,pooled,12,6
0,2,19,pooled,12,3
1,2,19,pooled,12,3
2,2,19,pooled,12,3
3,2,19,pooled,12,3
4,2,19,pooled,12,3
5,2,19,pooled,12,3
0,2,19,pooled,12,1
1,2,19,pooled,12,1
2,2,19,pooled,12,1
3,2,19,pooled,12,1
4,2,19,pooled,12,1
5,2,19,pooled,12,1
