scenario,population,metric,comparison,n,mean,low,high
cost_high,both_reachable,first_e,late_minus_early,20,-0.019399219656288106,-0.07837402406914026,0.0322118145066815
cost_high,both_reachable,first_both,early_level,20,0.0,0.0,0.0
cost_high,both_reachable,first_both,late_level,20,0.0025,0.0,0.0075000000000000015
cost_high,both_reachable,first_both,late_minus_early,20,0.0025,0.0,0.0075000000000000015
cost_high,both_reachable,no_submission,early_level,20,0.057536397324336054,0.04279931069887965,0.07262436219008624
cost_high,both_reachable,no_submission,late_level,20,0.04540682935892891,0.029942772780057254,0.06160005430187226
cost_high,both_reachable,no_submission,late_minus_early,20,-0.012129567965407154,-0.03729132953328692,0.013135715100950258
cost_high,both_reachable,d_to_e,early_level,20,0.17533942540826963,0.14737750071438555,0.20274517445542012
cost_high,both_reachable,d_to_e,late_level,20,0.17119603545844356,0.13640654175628872,0.20462626810029172
cost_high,both_reachable,d_to_e,late_minus_early,20,-0.004143389949826088,-0.04523907584038572,0.03576604528373201
cost_high,both_reachable,e_to_d,early_level,20,0.17888063545331598,0.15006382614313382,0.2037183360175195
cost_high,both_reachable,e_to_d,late_level,20,0.1719913568640717,0.13728032703560233,0.2066915619093386
cost_high,both_reachable,e_to_d,late_minus_early,20,-0.00688927858924431,-0.050317669032281916,0.03151950655939024
cost_high,both_reachable,resolved,early_level,20,0.39800993182544137,0.34849700993705923,0.44286284436136986
cost_high,both_reachable,resolved,late_level,20,0.3712437312425554,0.322975286605028,0.415365526473125
cost_high,both_reachable,resolved,late_minus_early,20,-0.026766200582885945,-0.11246212083097291,0.056011994349608366
cost_high,both_reachable,customer_minus_domestic,early_level,20,-0.01997107041313429,-0.08159048459710222,0.04426503888335889
cost_high,both_reachable,customer_minus_domestic,late_level,20,-0.06565318905169948,-0.11931991053631795,-0.01072853128712675
cost_high,both_reachable,customer_minus_domestic,late_minus_early,20,-0.04568211863856519,-0.12512919964683578,0.02545827475823809
cost_low,all,domestic_use,early_level,20,0.8576825108952265,0.835387697168855,0.8803863036823943
cost_low,all,domestic_use,late_level,20,0.8626703566246473,0.8328589575381555,0.890322065701559
cost_low,all,domestic_use,late_minus_early,20,0.004987845729420787,-0.031663693634253746,0.04046892940585561
cost_low,all,customer_use,early_level,20,0.5633023422133336,0.5222899408792462,0.6042113998494184
