scenario,contrast,metric,n,mean,low,high
none_r0.0_f1,late_minus_early_after,resolved,20,0.01635573211820146,-0.0309031800503389,0.06212136462668764
none_r0.0_f1,late_minus_before,unresolved,20,-0.008073483686106369,-0.05624576136378354,0.04016068288992062
none_r0.0_f1,late_minus_early_after,unresolved,20,-0.016355732118201443,-0.062121364626687624,0.030903180050338895
none_r0.0_f1,late_minus_before,potential,20,-0.75,-4.4,3.05
none_r0.0_f1,late_minus_early_after,potential,20,-1.6,-6.7,3.6
none_r0.0_f1,late_minus_before,blocked,20,6.05,3.05,8.95
none_r0.0_f1,late_minus_early_after,blocked,20,-0.45,-4.0,2.9
none_r0.0_f1,late_minus_before,prevented,20,1.0,-0.75,2.8
none_r0.0_f1,late_minus_early_after,prevented,20,0.2,-1.25,1.95
none_r0.0_f1,late_minus_before,mean_prevention,20,0.02778865604319055,-0.00019566948151141756,0.057496190158134196
none_r0.0_f1,late_minus_early_after,mean_prevention,20,0.0071646543638899714,-0.021813573890338615,0.035755898280722315
none_r0.0_f1,late_minus_before,knowledge_share,20,0.0,0.0,0.0
none_r0.0_f1,late_minus_early_after,knowledge_share,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,cases,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,customer_users,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,customer_employees,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,domestic_use,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,customer_use,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,both_use,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,first_customer,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,d_to_e,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,resolved,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,unresolved,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,potential,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,blocked,20,0.0,0.0,0.0
none_r0.0_f1,shock_difference_in_changes,prevented,20,0.0,0.0,0.0
