time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
17,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,11,11,1,0,0.4471066379289268,0.451172748634774,0.0,0.4166666666666667,network_ba,unchanged,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,no_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,no_notice,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,no_notice,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4169921190833614,0.45833792135227774,0.0,0.375,network_ba,no_notice,0
4,1,1,1,0,1,0,8,4,0,4,2,2,0,0,0,2,0,2,10,10,3,1,0.4012678700821058,0.46702476361948236,0.0,0.3333333333333333,network_ba,no_notice,0
5,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,2,10,10,3,2,0.39201178065248365,0.46702476361948236,0.0,0.3333333333333333,network_ba,no_notice,0
6,1,1,1,1,0,0,8,3,0,5,1,1,0,0,1,2,1,3,10,11,2,3,0.40052847102976835,0.47180032808835365,0.0,0.375,network_ba,no_notice,0
7,1,1,1,0,1,0,8,3,0,5,1,1,0,0,0,2,1,4,10,12,1,2,0.41878355666893435,0.4598162851511229,0.0,0.375,network_ba,no_notice,0
8,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,1,5,10,12,1,2,0.4317323299022606,0.4674418831645642,0.0,0.3333333333333333,network_ba,no_notice,0
9,0,0,0,0,1,1,7,1,0,6,0,0,0,0,0,1,0,5,10,12,1,1,0.4333165601174871,0.489825676518884,0.0,0.2916666666666667,network_ba,no_notice,0
10,1,1,1,1,0,0,8,2,0,6,1,1,0,0,0,1,0,5,11,13,0,2,0.42798045110751587,0.47930935287939674,0.0,0.3333333333333333,network_ba,no_notice,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,1,0.42798045110751587,0.4716837548659554,0.0,0.4166666666666667,network_ba,no_notice,0
12,0,0,0,0,0,0,10,3,0,7,3,2,1,1,0,0,0,5,12,15,3,1,0.4367490581253664,0.4481769815431225,0.0,0.4166666666666667,network_ba,no_notice,0
13,1,1,1,0,1,0,10,1,0,9,0,0,0,0,1,1,1,6,13,16,3,0,0.4367490581253664,0.45763921496100063,0.0,0.4583333333333333,network_ba,no_notice,0
14,0,0,0,0,2,2,10,3,0,7,0,0,0,0,0,3,0,6,13,16,2,1,0.43392822459370195,0.45763921496100063,0.0,0.4166666666666667,network_ba,no_notice,0
15,1,1,1,0,1,0,11,3,0,8,0,0,0,0,0,3,0,6,14,17,0,3,0.43392822459370195,0.4675723531046178,0.0,0.4583333333333333,network_ba,no_notice,0
16,0,0,0,1,0,1,11,4,0,7,1,1,0,0,0,3,0,6,14,17,0,4,0.43392822459370195,0.4644785070487345,0.0,0.4583333333333333,network_ba,no_notice,0
17,1,1,1,1,0,0,11,3,0,8,2,2,0,0,0,1,1,7,14,18,1,3,0.4367490581253664,0.4644785070487345,0.0,0.5,network_ba,no_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,no_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,no_notice,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.43838561034562074,0.43322164769873983,0.0,0.3333333333333333,network_ba,no_notice,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.42381589896478267,0.43322164769873983,0.0,0.3333333333333333,network_ba,no_notice,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.40938097304167426,0.43322164769873983,0.0,0.3333333333333333,network_ba,no_notice,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.4098910204828094,0.44173581368397974,0.0,0.2916666666666667,network_ba,no_notice,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.424536225893041,0.44173581368397974,0.0,0.2916666666666667,network_ba,no_notice,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.43905108030196494,0.44173581368397974,0.0,0.3333333333333333,network_ba,no_notice,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.44261461254337053,0.451172748634774,0.0,0.3333333333333333,network_ba,no_notice,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.44261461254337053,0.451172748634774,0.0,0.375,network_ba,no_notice,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.44261461254337053,0.451172748634774,0.0,0.375,network_ba,no_notice,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,network_ba,no_notice,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,network_ba,no_notice,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.4594598414566567,0.451172748634774,0.0,0.375,network_ba,no_notice,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.4471066379289268,0.451172748634774,0.0,0.375,network_ba,no_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,immediate,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,immediate,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,immediate,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4169921190833614,0.45833792135227774,0.0,0.375,network_ba,immediate,0
4,1,1,1,1,0,0,8,4,0,4,3,3,0,0,0,1,0,2,10,10,3,1,0.6593345367487725,0.46702476361948236,1.0,0.3333333333333333,network_ba,immediate,0
5,0,0,0,0,1,1,8,3,0,5,2,1,1,1,0,1,0,2,10,10,4,1,0.6444784473191503,0.46702476361948236,1.0,0.3333333333333333,network_ba,immediate,0
6,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,3,10,11,3,2,0.6577784710297684,0.47180032808835365,1.0,0.375,network_ba,immediate,0
7,1,1,1,1,2,1,9,4,0,5,2,2,0,0,0,3,0,3,10,12,2,1,0.6743796928200804,0.4598162851511229,1.0,0.375,network_ba,immediate,0
8,0,0,0,0,0,0,8,2,0,6,1,1,0,0,0,2,1,4,10,12,2,3,0.6943284660534067,0.4598162851511229,1.0,0.375,network_ba,immediate,0
9,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,4,10,12,2,2,0.6964960296019664,0.4822000785054427,1.0,0.3333333333333333,network_ba,immediate,0
10,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,5,11,13,1,3,0.7021471177741826,0.4716837548659554,1.0,0.375,network_ba,immediate,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,1,0.7081101062128958,0.4668093528793967,1.0,0.4166666666666667,network_ba,immediate,0
12,0,0,0,0,0,0,10,3,0,7,3,2,1,1,0,0,0,5,12,15,3,1,0.7222474748305016,0.4433025795565639,1.0,0.4166666666666667,network_ba,immediate,0
13,1,1,1,1,0,0,10,1,0,9,1,1,0,0,1,0,1,6,13,16,3,0,0.7222474748305016,0.45276481297444193,1.0,0.4583333333333333,network_ba,immediate,0
14,0,0,0,0,2,2,10,3,0,7,1,1,0,0,0,2,0,6,13,16,3,0,0.6993448912603686,0.45763921496100063,1.0,0.4166666666666667,network_ba,immediate,0
15,1,1,1,1,0,0,11,4,0,7,2,1,1,1,0,2,0,6,14,17,1,2,0.6993448912603686,0.4675723531046178,1.0,0.4583333333333333,network_ba,immediate,0
16,0,0,0,0,0,0,10,3,0,7,1,1,0,0,1,2,1,7,14,17,2,2,0.6993448912603686,0.4675723531046178,1.0,0.4583333333333333,network_ba,immediate,0
17,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,1,8,14,18,1,2,0.719251261319695,0.4675723531046178,1.0,0.4583333333333333,network_ba,immediate,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,immediate,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,immediate,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,immediate,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.43838561034562074,0.43322164769873983,0.0,0.3333333333333333,network_ba,immediate,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.687949232298116,0.43322164769873983,1.0,0.3333333333333333,network_ba,immediate,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.6647643063750076,0.43322164769873983,1.0,0.3333333333333333,network_ba,immediate,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.657107687149476,0.44173581368397974,1.0,0.2916666666666667,network_ba,immediate,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.679686225893041,0.44173581368397974,1.0,0.2916666666666667,network_ba,immediate,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.7033010803019649,0.44173581368397974,1.0,0.3333333333333333,network_ba,immediate,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,network_ba,immediate,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,network_ba,immediate,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.7191146125433705,0.451172748634774,1.0,0.3333333333333333,network_ba,immediate,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.7191146125433705,0.451172748634774,1.0,0.375,network_ba,immediate,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.7191146125433705,0.451172748634774,1.0,0.375,network_ba,immediate,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ba,immediate,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ba,immediate,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7336265081233234,0.451172748634774,1.0,0.375,network_ba,immediate,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7148566379289268,0.451172748634774,1.0,0.375,network_ba,immediate,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,network_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,network_notice,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,network_notice,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4169921190833614,0.45833792135227774,0.0,0.375,network_ba,network_notice,0
4,1,1,1,1,0,0,8,4,0,4,3,3,0,0,0,1,0,2,10,10,3,1,0.43416787008210583,0.46702476361948236,0.125,0.3333333333333333,network_ba,network_notice,0
5,0,0,0,0,1,1,8,3,0,5,2,1,1,1,0,1,0,2,10,10,4,1,0.4645784473191503,0.46702476361948236,0.2916666666666667,0.3333333333333333,network_ba,network_notice,0
6,1,1,1,1,0,0,8,2,0,6,1,1,0,0,1,1,1,3,10,11,3,2,0.4728618043631017,0.47180032808835365,0.2916666666666667,0.375,network_ba,network_notice,0
7,1,1,1,0,2,1,9,4,0,5,1,1,0,0,0,3,0,3,10,12,2,1,0.5075463594867471,0.4598162851511229,0.375,0.375,network_ba,network_notice,0
8,0,0,0,0,0,0,8,2,0,6,0,0,0,0,0,2,1,4,10,12,1,3,0.5578284660534067,0.4598162851511229,0.5,0.375,network_ba,network_notice,0
9,0,0,0,0,1,1,8,2,0,6,0,0,0,0,0,2,0,4,10,12,1,2,0.6171626962686331,0.4822000785054427,0.7083333333333334,0.3333333333333333,network_ba,network_notice,0
10,1,1,1,2,0,1,9,3,0,6,2,2,0,0,0,1,0,4,11,13,0,3,0.6566471177741825,0.4716837548659554,0.8333333333333334,0.375,network_ba,network_notice,0
11,2,2,2,2,0,0,11,4,0,7,4,4,0,0,0,0,0,4,12,15,2,1,0.6683137844408492,0.4668093528793967,0.875,0.4583333333333333,network_ba,network_notice,0
12,0,0,0,0,0,0,11,3,0,8,3,2,1,1,0,0,0,4,12,15,4,1,0.6934157247920331,0.4433025795565639,0.9166666666666666,0.4583333333333333,network_ba,network_notice,0
13,1,1,1,1,0,0,11,1,0,10,1,1,0,0,1,0,1,5,13,16,4,0,0.6897474748305017,0.45276481297444193,0.9583333333333334,0.5,network_ba,network_notice,0
14,0,0,0,0,2,2,11,3,0,8,1,1,0,0,0,2,0,5,13,16,3,0,0.6744651923007531,0.45763921496100063,0.9583333333333334,0.4583333333333333,network_ba,network_notice,0
15,1,1,1,1,0,0,12,4,0,8,2,1,1,1,0,2,0,5,14,17,1,2,0.6861318589674196,0.4675723531046178,1.0,0.5,network_ba,network_notice,0
16,0,0,0,0,0,0,11,3,0,8,1,1,0,0,1,2,1,6,14,17,2,2,0.6993448912603686,0.4675723531046178,1.0,0.5,network_ba,network_notice,0
17,1,1,1,1,0,0,11,2,0,9,2,1,1,1,0,0,1,7,14,18,1,2,0.719251261319695,0.4675723531046178,1.0,0.5,network_ba,network_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,network_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,network_notice,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,network_notice,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.43838561034562074,0.43322164769873983,0.0,0.3333333333333333,network_ba,network_notice,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.44598256563144933,0.43322164769873983,0.08333333333333333,0.3333333333333333,network_ba,network_notice,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.46246430637500757,0.43322164769873983,0.20833333333333334,0.3333333333333333,network_ba,network_notice,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.48222435381614265,0.44173581368397974,0.2916666666666667,0.2916666666666667,network_ba,network_notice,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.5633695592263743,0.44173581368397974,0.5416666666666666,0.2916666666666667,network_ba,network_notice,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.6379677469686316,0.44173581368397974,0.75,0.3333333333333333,network_ba,network_notice,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,network_ba,network_notice,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,network_ba,network_notice,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.7191146125433705,0.451172748634774,1.0,0.3333333333333333,network_ba,network_notice,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.7191146125433705,0.451172748634774,1.0,0.375,network_ba,network_notice,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.7191146125433705,0.451172748634774,1.0,0.375,network_ba,network_notice,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ba,network_notice,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ba,network_notice,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7336265081233234,0.451172748634774,1.0,0.375,network_ba,network_notice,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7148566379289268,0.451172748634774,1.0,0.375,network_ba,network_notice,1
