axis,level,mode,period,population,metric,mean,low,high,n
delay,0.0,objective,late,both_reachable,mean_customer_dependence,0.4981321141006109,0.48997684850647444,0.5069381675564243,20
delay,2.0,disabled,early,all,domestic_use,0.7918487719229313,0.7661324821212158,0.8169817376408895,20
delay,2.0,disabled,early,all,customer_use,0.508635529149507,0.46333358927848695,0.5539206845732367,20
delay,2.0,disabled,early,all,first_d,0.6075574992611538,0.5685651418713744,0.6439969173251467,20
delay,2.0,disabled,early,all,first_e,0.3350263948883979,0.2938347419008086,0.37769381145741343,20
delay,2.0,disabled,early,all,first_both,0.00965350187567638,0.0035618634939287067,0.016712194170674665,20
delay,2.0,disabled,early,all,neither,0.047762603974771944,0.03223804271996833,0.06528012361868643,20
delay,2.0,disabled,early,all,d_to_e,0.1639556323854329,0.14146660166322755,0.18893572893045774,20
delay,2.0,disabled,early,all,e_to_d,0.17463777078610118,0.15157127459941083,0.19976876874218927,20
delay,2.0,disabled,early,all,both_use,0.3482469050472105,0.3140934864198429,0.3813476441466187,20
delay,2.0,disabled,early,all,resolved,0.3929737386396385,0.36077232583486807,0.4213834361235963,20
delay,2.0,disabled,early,all,unresolved,0.6070262613603615,0.5786165638764037,0.6392276741651319,20
delay,2.0,disabled,early,all,customer_route_success,0.24542398103459476,0.19314250348969017,0.2972681729147521,20
delay,2.0,disabled,early,all,customer_only_resolution,0.24248280456400656,0.19203478865195614,0.29222800928291653,20
delay,2.0,disabled,early,all,joint_resolution,0.002941176470588235,0.0,0.008823529411764706,20
delay,2.0,disabled,early,all,customer_user_any_resolution,0.3855532649362572,0.3276104861943257,0.4434641466270301,20
delay,2.0,disabled,early,all,customer_unresolved,0.6144467350637427,0.5565358533729697,0.6723895138056742,20
delay,2.0,disabled,early,all,material_at_review,0.01436974789915966,0.0,0.03246498599439775,20
delay,2.0,disabled,early,all,standardized_no_material_score,0.24641894623078447,0.2392071272256003,0.2529534925366648,20
delay,2.0,disabled,early,all,mechanical_material_increment,0.0,0.0,0.0,20
delay,2.0,disabled,early,all,mean_customer_merit,0.5965751102895454,0.5657400943022556,0.6243111396771248,20
delay,2.0,disabled,early,all,mean_customer_dependence,0.5018985916905835,0.4962863578829733,0.5074197471828257,20
delay,2.0,disabled,early,both_reachable,domestic_use,0.7541346928035789,0.7237512284058324,0.7854883949319913,20
delay,2.0,disabled,early,both_reachable,customer_use,0.7041259033512208,0.6727165814981947,0.7374601197818778,20
