time,employee,initial_dispute,informed,prior_d,p_d,p_e,success_d,failure_d,has_dispute,case_id,first_unsubmitted
9,59,True,False,0.5602922637422112,0.5602922637422112,0.5063737576874497,0.0,0.0,False,,False
9,60,False,False,0.4445134400782842,0.4445134400782842,0.6274568073919631,0.0,0.0,False,,False
9,61,True,False,0.264664180613867,0.33819776255248024,0.42786425934215844,1.0,0.0,False,,False
9,62,True,False,0.5837425411252646,0.5837425411252646,0.62163411087903,0.0,0.0,False,,False
9,63,False,False,0.399457043574288,0.39945704357428796,0.539140287757221,0.0,0.0,False,,False
9,64,False,False,0.49125418099751017,0.5421287628977591,0.46342448598589314,1.0,0.0,True,64:7,False
9,65,False,False,0.2224459272708547,0.22244592727085466,0.5649872023170364,0.0,0.0,False,,False
9,66,False,False,0.32338302798712215,0.32338302798712215,0.3738782762323729,0.0,0.0,True,66:7,False
9,67,False,False,0.4878056956481709,0.4878056956481709,0.29830474926693445,0.0,0.0,False,,False
9,68,True,False,0.3456375652076465,0.4110738086868818,0.35402634462941646,1.0,0.0,True,68:9,True
9,69,False,False,0.4622842267235775,0.4160558040512197,0.3907241381421482,0.0,1.0,False,,False
9,70,True,False,0.5850418326056266,0.5850418326056266,0.5437218501996302,0.0,0.0,True,70:0,False
9,71,False,False,0.4824433221045399,0.4824433221045399,0.5224597273152474,0.0,0.0,True,71:6,False
9,72,False,False,0.4361452748318083,0.4361452748318083,0.5348033408586919,0.0,0.0,False,,False
9,73,True,False,0.2642068249810523,0.2642068249810523,0.33143296406064043,0.0,0.0,False,,False
9,74,False,False,0.2167265134609432,0.21672651346094318,0.642211508643843,0.0,0.0,False,,False
9,75,False,False,0.2830941969831738,0.3156300674356977,0.46315057513822405,1.0,1.0,False,,False
9,76,True,False,0.32070918255416453,0.3207091825541645,0.32035163891623825,0.0,0.0,True,76:0,False
9,77,False,False,0.5657895980559209,0.5657895980559209,0.4589235546267586,0.0,0.0,False,,False
9,78,True,False,0.5249527470465616,0.5249527470465616,0.24376011193972158,0.0,0.0,False,,False
9,79,False,False,0.5154007144387884,0.4638606429949096,0.3048294156530843,0.0,1.0,False,,False
9,80,False,False,0.5773280412605488,0.5773280412605488,0.3605649533144454,0.0,0.0,False,,False
9,81,False,False,0.21770506728947497,0.21770506728947497,0.6278132971803017,0.0,0.0,True,81:9,True
9,82,False,False,0.5886328395366878,0.529769555583019,0.3271695956585403,0.0,1.0,True,82:7,False
9,83,False,False,0.5592496307348407,0.5592496307348407,0.3248307718207073,0.0,0.0,True,83:5,False
9,84,False,False,0.2658079193732247,0.2658079193732247,0.3756524367725318,0.0,0.0,True,84:2,False
9,85,False,False,0.5753815322741997,0.6178433790467797,0.556425413119678,1.0,0.0,True,85:5,False
9,86,False,False,0.23821897963546426,0.23821897963546426,0.3937115856370863,0.0,0.0,False,,False
