time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,cumulative_domestic_share,cumulative_customer_share,new_d_to_e,new_e_to_d,scenario,seed
11,0,0,0,0,0,0,67,0,38,29,0,0,0,0,0,0,1,11,40,78,0,1,0.0,0.5128205128205128,0.0,0.0,customer_only,22
12,0,1,1,0,1,0,67,1,37,29,0,0,0,0,0,1,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
13,0,0,0,0,0,0,67,1,37,29,0,0,0,0,0,1,0,11,41,78,0,1,0.0,0.5256410256410257,0.0,0.0,customer_only,22
14,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,1,0.0,0.5256410256410257,0.0,0.0,customer_only,22
15,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,1,0.0,0.5256410256410257,0.0,0.0,customer_only,22
16,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
17,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
18,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
19,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
20,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
21,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
22,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
23,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
24,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
25,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
26,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
27,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
28,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
29,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
30,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
31,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
32,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
33,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
34,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
35,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
36,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
37,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
38,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
39,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
40,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
41,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
42,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
43,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
44,0,0,0,0,0,0,67,0,37,30,0,0,0,0,0,0,0,11,41,78,0,0,0.0,0.5256410256410257,0.0,0.0,customer_only,22
0,78,78,78,72,13,0,78,78,0,0,72,72,0,0,0,13,0,0,78,78,0,0,0.9230769230769231,0.16666666666666666,0.0,0.0,both,22
1,0,0,0,0,0,0,78,78,0,0,72,72,0,0,0,13,0,0,78,78,72,13,0.9230769230769231,0.16666666666666666,0.0,0.0,both,22
2,0,0,0,0,0,0,78,67,0,11,64,60,4,4,0,7,0,0,78,78,72,13,0.9230769230769231,0.16666666666666666,0.0,0.0,both,22
3,0,0,0,3,5,8,71,57,0,14,52,50,2,2,3,6,7,7,78,78,72,13,0.9615384615384616,0.23076923076923078,5.0,3.0,both,22
4,0,0,0,1,5,6,69,54,0,15,46,39,7,7,2,10,2,9,78,78,52,6,0.9743589743589743,0.2948717948717949,5.0,1.0,both,22
5,0,0,0,0,1,1,64,38,0,26,32,27,5,5,5,7,5,14,78,78,46,10,0.9743589743589743,0.3076923076923077,1.0,0.0,both,22
6,0,0,0,0,4,4,58,25,0,33,19,15,4,4,4,8,6,20,78,78,32,11,0.9743589743589743,0.358974358974359,4.0,0.0,both,22
7,0,0,0,0,2,2,54,15,0,39,10,3,7,7,4,5,4,24,78,78,19,10,0.9743589743589743,0.38461538461538464,2.0,0.0,both,22
8,0,0,0,0,1,1,47,5,0,42,1,0,1,1,7,4,7,31,78,78,10,7,0.9743589743589743,0.3974358974358974,1.0,0.0,both,22
9,0,0,0,0,0,0,46,2,0,44,0,0,0,0,1,2,1,32,78,78,1,7,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
10,0,0,0,0,0,0,45,1,0,44,0,0,0,0,0,1,1,33,78,78,0,3,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
11,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,1,34,78,78,0,1,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
12,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
13,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
14,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
15,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
16,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
17,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
18,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
19,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
20,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
21,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
22,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
23,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
24,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
25,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
26,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
27,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
28,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
29,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
30,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
31,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
32,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
33,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
34,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
35,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
36,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
37,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
38,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
39,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
40,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
41,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
42,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
43,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
44,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,34,78,78,0,0,0.9743589743589743,0.3974358974358974,0.0,0.0,both,22
0,82,82,82,82,0,0,82,82,0,0,82,82,0,0,0,0,0,0,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
1,0,0,0,0,0,0,82,82,0,0,82,82,0,0,0,0,0,0,82,82,82,0,1.0,0.0,0.0,0.0,domestic_only,23
2,0,0,0,0,0,0,82,73,0,9,73,70,3,3,0,0,0,0,82,82,82,0,1.0,0.0,0.0,0.0,domestic_only,23
3,0,0,0,0,0,0,80,63,0,17,63,58,5,5,2,0,2,2,82,82,82,0,1.0,0.0,0.0,0.0,domestic_only,23
4,0,0,0,0,0,0,75,49,0,26,49,46,3,3,5,0,5,7,82,82,63,0,1.0,0.0,0.0,0.0,domestic_only,23
5,0,0,0,0,0,0,72,39,0,33,39,34,5,5,3,0,3,10,82,82,49,0,1.0,0.0,0.0,0.0,domestic_only,23
6,0,0,0,0,0,0,68,29,0,39,29,22,7,7,4,0,4,14,82,82,39,0,1.0,0.0,0.0,0.0,domestic_only,23
7,0,0,0,0,0,0,62,15,0,47,15,10,5,5,6,0,6,20,82,82,29,0,1.0,0.0,0.0,0.0,domestic_only,23
8,0,0,0,0,0,0,58,4,0,54,4,0,4,4,4,0,4,24,82,82,15,0,1.0,0.0,0.0,0.0,domestic_only,23
9,0,0,0,0,0,0,55,0,0,55,0,0,0,0,3,0,3,27,82,82,4,0,1.0,0.0,0.0,0.0,domestic_only,23
10,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
11,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
12,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
13,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
14,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
15,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
16,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
17,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
18,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
19,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
20,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
21,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
22,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
23,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
24,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
25,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
26,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
27,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
28,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
29,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
30,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
31,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
32,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
33,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
34,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
35,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
36,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
37,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
38,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
39,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
40,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
41,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
42,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
43,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
44,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,27,82,82,0,0,1.0,0.0,0.0,0.0,domestic_only,23
0,82,63,63,0,63,0,82,63,19,0,0,0,0,0,0,63,0,0,63,82,0,0,0.0,0.7682926829268293,0.0,0.0,customer_only,23
1,0,3,3,0,3,0,82,66,16,0,0,0,0,0,0,66,0,0,66,82,0,63,0.0,0.8048780487804879,0.0,0.0,customer_only,23
2,0,0,0,0,0,0,82,59,16,7,0,0,0,0,0,59,0,0,66,82,0,66,0.0,0.8048780487804879,0.0,0.0,customer_only,23
3,0,0,0,0,0,0,81,47,16,18,0,0,0,0,0,47,1,1,66,82,0,66,0.0,0.8048780487804879,0.0,0.0,customer_only,23
4,0,0,0,0,0,0,80,35,16,29,0,0,0,0,0,35,1,2,66,82,0,47,0.0,0.8048780487804879,0.0,0.0,customer_only,23
5,0,0,0,0,0,0,77,22,16,39,0,0,0,0,0,22,3,5,66,82,0,35,0.0,0.8048780487804879,0.0,0.0,customer_only,23
6,0,0,0,0,0,0,75,10,16,49,0,0,0,0,0,10,2,7,66,82,0,22,0.0,0.8048780487804879,0.0,0.0,customer_only,23
7,0,0,0,0,0,0,73,2,16,55,0,0,0,0,0,2,2,9,66,82,0,10,0.0,0.8048780487804879,0.0,0.0,customer_only,23
8,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,2,0.0,0.8048780487804879,0.0,0.0,customer_only,23
9,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
10,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
11,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
12,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
13,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
14,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
15,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
16,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
17,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
18,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
19,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
20,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
21,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
22,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
23,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
24,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
25,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
26,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
27,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
28,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
29,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
30,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
31,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
32,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
33,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
34,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
35,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
36,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
37,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
38,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
39,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
40,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
41,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
42,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
43,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
44,0,0,0,0,0,0,73,0,16,57,0,0,0,0,0,0,0,9,66,82,0,0,0.0,0.8048780487804879,0.0,0.0,customer_only,23
0,82,82,82,76,16,0,82,82,0,0,76,76,0,0,0,16,0,0,82,82,0,0,0.926829268292683,0.1951219512195122,0.0,0.0,both,23
1,0,0,0,0,0,0,82,82,0,0,76,76,0,0,0,16,0,0,82,82,76,16,0.926829268292683,0.1951219512195122,0.0,0.0,both,23
2,0,0,0,0,0,0,82,71,0,11,67,64,3,3,0,10,0,0,82,82,76,16,0.926829268292683,0.1951219512195122,0.0,0.0,both,23
3,0,0,0,4,5,9,79,66,0,13,61,56,5,5,2,6,3,3,82,82,76,16,0.975609756097561,0.25609756097560976,5.0,4.0,both,23
4,0,0,0,1,2,3,73,53,0,20,46,44,2,2,5,7,6,9,82,82,61,6,0.9878048780487805,0.2804878048780488,2.0,1.0,both,23
5,0,0,0,0,11,11,71,47,0,24,38,32,6,6,2,13,2,11,82,82,46,7,0.9878048780487805,0.4146341463414634,11.0,0.0,both,23
6,0,0,0,0,9,9,66,41,0,25,27,20,7,7,4,19,5,16,82,82,38,18,0.9878048780487805,0.524390243902439,9.0,0.0,both,23
7,0,0,0,0,6,6,61,31,0,30,13,8,5,5,5,20,5,21,82,82,27,22,0.9878048780487805,0.5975609756097561,6.0,0.0,both,23
8,0,0,0,0,2,2,54,14,0,40,2,0,2,2,4,12,7,28,82,82,13,26,0.9878048780487805,0.6219512195121951,2.0,0.0,both,23
9,0,0,0,0,0,0,50,4,0,46,0,0,0,0,1,4,4,32,82,82,2,17,0.9878048780487805,0.6219512195121951,0.0,0.0,both,23
10,0,0,0,0,0,0,49,1,0,48,0,0,0,0,0,1,1,33,82,82,0,8,0.9878048780487805,0.6219512195121951,0.0,0.0,both,23
11,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,33,82,82,0,2,0.9878048780487805,0.6219512195121951,0.0,0.0,both,23
12,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,33,82,82,0,0,0.9878048780487805,0.6219512195121951,0.0,0.0,both,23
13,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,33,82,82,0,0,0.9878048780487805,0.6219512195121951,0.0,0.0,both,23
14,0,0,0,0,1,1,49,1,0,48,0,0,0,0,0,1,0,33,82,82,0,0,0.9878048780487805,0.6341463414634146,1.0,0.0,both,23
15,0,0,0,0,0,0,49,1,0,48,0,0,0,0,0,1,0,33,82,82,0,1,0.9878048780487805,0.6341463414634146,0.0,0.0,both,23
16,0,0,0,0,0,0,49,1,0,48,0,0,0,0,0,1,0,33,82,82,0,1,0.9878048780487805,0.6341463414634146,0.0,0.0,both,23
17,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,33,82,82,0,1,0.9878048780487805,0.6341463414634146,0.0,0.0,both,23
